smiles,synthon_id,synthon_number,bb_id
Cl.CC1=CN=C2C=CC=C(C(=O)O)N12,17596580,2,EN300-7493469
OC(=O)C=1C=NC(=NC1)N2CCOCC2,17601874,2,EN300-5340532
CC=1C=CC(Br)=CC1CCC(=O)O,17602006,2,EN300-1457249
Cl.OC(=O)C1CCCN2C(Br)=CN=C12,17602140,2,EN300-7492020
OC(=O)C(CC(F)F)C=1C=CC=CC1,17602672,2,EN300-98510
CC(C)C(C(=O)O)N1C=NN=N1,17602744,2,EN300-297561
OC(=O)C=1C=C2C=CC=NC2=NC1C3CC3,17602854,2,EN300-7461623
CN1C=NN=C1C=2N=CC=CC2C(=O)O,17602930,2,EN300-7440797
OC(=O)C=1C=CC(Cl)=CC1OCC=C,17602968,2,EN300-7494191
OC(CC=1C=CC(Cl)=CC1)C(=O)O,17607448,2,EN300-319197
CC(O)(CN1C=C(Br)C=N1)C(=O)O,17609896,2,EN300-3228965
OC(=O)C=1C=C2C=NNC2=CN1,17610538,2,EN300-7354571
CC/C(=C/C(=O)O)/C,17611664,2,EN300-392634
OC(=O)/C=C/C1=CC=C(Cl)S1,17623698,2,EN300-343797
CSC=1C=NC=C(C1)C(=O)O,17627098,2,EN300-248658
COC=1C=C(Br)C=CC1CC(=O)O,17627140,2,EN300-130651
CCN1C=C(Br)C(CC(=O)O)=N1,17627410,2,EN300-232672
CC=1C=C2C(=NC=CN2N1)C(=O)O,17627562,2,EN300-7442680
Cl.OC(=O)C1=CC=CC2=CN=CN12,17627680,2,EN300-7493918
OC(=O)C=1C=NC=2N=CNC(=O)C2C1,17627722,2,EN300-7494115
CC(C)(CC1CC1)C(=O)O,17627926,2,EN300-322019
CC1CC(C1)(C(=O)O)C=2C=CC=CC2F,17627962,2,EN300-1122301
COCOC=1C=CC(=CC1)C(=O)O,17635394,2,EN300-195568
OC(=O)C1=CN(CC=2C=CC(F)=CC2)N=N1,17635436,2,EN300-1216993
COC(C1CCOCC1)C(=O)O,17635478,2,EN300-1662918
Cl.OC(=O)CC=1C=CN(N1)C2CCCC2,17635604,2,EN300-7534920
CN1C=C(C(=O)O)C(CC=2C=CC=CC2)=N1,17635646,2,EN300-7534988
COC=1C=CN2N=CC(C(=O)O)=C2C1,17635702,2,EN300-84745
CCC=1C=C(C=C2C=NNC12)C(=O)O,17636060,2,EN300-7494369
OC(=O)C=1C=2OCOC2C=CC1Br,17636130,2,EN300-6478519
OC(=O)C1(CCOCC1)C=2C=CNN2,17636194,2,EN300-1809577
OC(=O)C1(CC1)C=2C=CNN2,17636218,2,EN300-1809100
OC(=O)C=1N=CC=C2C=3C=CC=CC3NC12,17637258,2,EN300-205447
OC(CC(=O)O)C=1C=CC(Cl)=C(Cl)C1,17637300,2,EN300-1984188
OC(=O)C=1C=C(C=CC1F)C2CC2,17637336,2,EN300-705531
C[C@]1(O)C[C@H](C1)C(=O)O,17637894,2,EN300-7183657
CCCCCOC=1C=CC=2C=C(NC2C1)C(=O)O,17641906,2,EN300-26866
OC(=O)C=1C=CC=CC1NCC2=CC=CO2,17644114,2,EN300-04721
CCC=1ON=C(C1C(=O)O)C=2C=CC=CC2Cl,17644128,2,EN300-190838
CCC=1ON=C(C1C(=O)O)C=2C=CC(Br)=CC2,17644130,2,EN300-192659
CCCC=1ON=C(C1C(=O)O)C=2C(Cl)=CC=CC2Cl,17644132,2,EN300-194245
CC(C)C=1ON=C(C1C(=O)O)C=2C(Cl)=CC=CC2Cl,17644134,2,EN300-194249
CC=1ON=C(C1C(=O)O)C=2C=CC=C(Cl)C2Cl,17644136,2,EN300-194251
CC=1ON=C(C1C(=O)O)C=2C=CC=CC2C,17644138,2,EN300-190844
CC=1ON=C(C1C(=O)O)C=2C=CC(Cl)=CC2Cl,17644140,2,EN300-194243
CC=1ON=C(C1C(=O)O)C=2C=CC(Cl)=C(Cl)C2,17644142,2,EN300-194247
CC=1ON=C(C1C(=O)O)C=2C=CC=C(Br)C2,17644144,2,EN300-116168
COC=1C=CC=C(Cl)C1C2=NOC(C)=C2C(=O)O,17644148,2,EN300-191033
"Cl.CN(C)[C@@H]1CC[C@@H](C1)C(=O)O |&1:4,7,r|",17644162,2,EN300-7492716
OC(=O)CC=1C=CSC1Cl,17644436,2,EN300-1138932
CC1(CCC(O)CC1)C(=O)O,17644448,2,EN300-330774
CC=1C=CC(CCC(=O)O)=CC1C,17647532,2,EN300-265787
CC(C)COCC(=O)O,17647574,2,EN300-140170
OC(=O)C=1SC=C2CCCCC12,17647616,2,EN300-216829
OC(=O)CCC1CC2CCC1C2,17647784,2,EN300-119861
OC(=O)C1=CC=C(S1)C2CCCCC2,17647826,2,EN300-1131825
CC(C(C)C=1C=CC(Cl)=CC1)C(=O)O,17647868,2,EN300-5439743
CC=1C=C(C(=O)O)N(N1)C2CC2,17647910,2,EN300-1617189
CC=1N=C2N=CC=CC2=CC1CCC(=O)O,17647952,2,EN300-7536003
OC(=O)C1CCCC2(CCCCC2)C1,17647994,2,EN300-7536843
CC1=CC(=NN1C=2C=CC=CC2C)C(=O)O,17648036,2,EN300-1145842
OC(=O)C=1C=CC=2C=CC=C(F)C2N1,17648078,2,EN300-103414
COC=1C=CC=C(C1)C=2C=NC(=NC2)C(=O)O,17648162,2,EN300-736907
COC(C)(C)CCCCC(=O)O,17648204,2,EN300-1831147
OC(=O)C=1C=CN(N1)C2CCC2,17648246,2,EN300-6746360
Cl.OC(=O)C=1C=CN2C=NN=C2C1,17648456,2,EN300-7537194
CC=1C=C(/C=C/C(=O)O)C=CC1Br,17652268,2,EN300-1456980
CC=1C=CC(/C=C/C(=O)O)=CC1C,17652302,2,EN300-1453704
CN1N=NC=2C=C(C=C(Br)C12)C(=O)O,17652486,2,EN300-3261571
OC(=O)C1=CC=2C=C(C=CC2N1)C=3C=CC=CC3,17652542,2,EN300-7538904
OC(=O)C1=CC=2C=C(F)C(F)=CC2N1,17652566,2,EN300-2848087
OC(=O)C=1C=CC(=CC1)C(O)(C(F)(F)F)C(F)(F)F,17653114,2,EN300-7534926
OC(=O)C1=CC(=CN1)C(=O)C2=CC=CO2,17654736,2,EN300-5178094
CC(C)C1(CCC1)C(=O)O,17654794,2,EN300-1234970
OC(=O)C1(CC1)C=2C=CC(Br)=CN2,17654874,2,EN300-1910508
Cl.OC(=O)C=1C=NC=CC1N2CCOCC2,17655022,2,EN300-7537377
OC(CCCC=1C=CC=CC1)C(=O)O,17657404,2,EN300-153293
OC(=O)C1=NNC=2N=CC(Br)=CC12,17661198,2,EN300-1707067
CN1C(=NNC1=O)C=2C=CC(=CC2)C(=O)O,17664174,2,EN300-7499415
NS(=O)(=O)C1=CC=2SC(=CC2S1)C(=O)O,17664824,2,EN300-7536800
Cl.CC1=NC=2C=C(C=C(Br)C2N1)C(=O)O,17665388,2,EN300-7536161
CC(C)(C)OC(=O)N[C@H]1CC[C@H](C1)C(=O)O,17695744,2,EN300-1589930
CC=1C=C(SC1Cl)C(=O)O,17755472,2,EN300-245984
CC=1C=C(N=CC1C(=O)O)C(F)(F)F,17755514,2,EN300-5313674
OC(=O)COC(F)(F)C(F)(F)F,17755556,2,EN300-1929756
CC=1C=CC=C(CCC(=O)O)C1Br,17755640,2,EN300-1457246
"CN1C=NN=C1[C@@H]2CC[C@@H]2C(=O)O |&1:6,9,r|",17755876,2,EN300-3143295
OC(=O)C=1C=CC(NCC2=CC=CO2)=CC1Cl,17755918,2,EN300-7540397
Cl.OC(=O)C=1C=C(Br)C=2NC=NC2C1,17756062,2,EN300-7536249
OC(=O)C1CCCN1C=2C=CC(=CC2)[N+](=O)[O-],17756130,2,EN300-7535172
CCCC(C)(CCC)C(=O)O,17756176,2,EN300-7079025
OC(=O)C(CC=CCl)C=1C=CC=CC1,17756212,2,EN300-4511953
OC(=O)C=1N=CN=C2N(C=C(Br)C12)C3CC3,17756282,2,EN300-7541194
Cl.CCNC=1C=CC(=CN1)C(=O)O,17756862,2,EN300-88548
Cl.OC(=O)C1CCCC=2NC=NC12,17781850,2,EN300-1448564
OC(=O)C=1C=CC=2C=C(F)C=CC2N1,17782066,2,EN300-625790
CC1=NN2N=CC=CC2=C1C(=O)O,17782108,2,EN300-7539309
OC(=O)CCCC=1C=CC=2OCOC2C1,17782150,2,EN300-1996360
OC(=O)CC=1C=C2OCOC2=C(Cl)C1,17782234,2,EN300-1996315
OC(=O)COC1CCC1,17782318,2,EN300-148796
CCOC(C1CCC1)C(=O)O,17782528,2,EN300-4464874
OC(=O)C=1C=CC=C(OC=2C=CC=C(F)C2)C1,17782612,2,EN300-7542037
CC=1C=C(C=C2C=CC=NC12)C(=O)O,17782654,2,EN300-130311
CC=1C=CC=CC1N2C=CC(=N2)C(=O)O,17782696,2,EN300-1105323
OC(=O)C=1C=CC(OCCF)=CC1,17782780,2,EN300-4280154
OC(=O)C=1C=NC=2C=COC2C1,17782864,2,EN300-3031458
OC(=O)C=1C=CC(=CN1)C2=CC=CS2,17782906,2,EN300-5071447
Cl.OC(=O)C=1C=C2C=CC(F)=CC2=CN1,17782948,2,EN300-7543244
CC=1C=CC=2N(CC(=O)O)C=CC2C1,17782990,2,EN300-243722
OC(=O)C1C[C@@H]2CC[C@@H]2C1,17783032,2,EN300-7124625
CCC1=CON=C1C(=O)O,17783158,2,EN300-1697212
OC(=O)C=1C=CC(=CN1)C=2C=CC=NC2,17783200,2,EN300-5318585
OC(=O)C=1C=C(Br)N2C=CC=CC12,17783242,2,EN300-7542930
Cl.CN(C)CCN1C=C(N=N1)C(=O)O,17783284,2,EN300-7543132
COC1CCC21CC(C2)C(=O)O,17783326,2,EN300-7543261
OC(=O)C=1C=CC=C(OCCF)C1,17783452,2,EN300-6357749
CC(C)C1=C(N=NN1CC=2C=CC=CC2)C(=O)O,17784968,2,EN300-1610103
CC(C)(C)C=1N=C2C=CC=CN2C1C(=O)O,17785040,2,EN300-383160
OC(=O)C1(CCCC1)C=2C=C(F)C=CC2F,17785078,2,EN300-1838567
OC(=O)C=1C=CC=CC1OCCF,17785140,2,EN300-4342069
OC(=O)C(NS(=O)(=O)C1=CC=CS1)C=2C=CC=CC2,17785216,2,EN300-7385051
OC(=O)C1(CC2CC2)CCC1,17785254,2,EN300-1246653
OC(=O)C1(CC1)C=2C=CC=C(F)C2F,17785292,2,EN300-1837323
CCC(CC)(C(=O)O)C=1C=CC=2OCOC2C1,17785330,2,EN300-7543169
CC(C)(C)C1=CON=C1C(=O)O,17785368,2,EN300-7542440
CC(C)C1=CON=C1C(=O)O,17785464,2,EN300-1697213
CC(C)(C)OC1CC2(CC2C(=O)O)C1,17785522,2,EN300-6504971
CC(C)CC=1ON=CC1C(=O)O,17785598,2,EN300-1819147
CC=1C(F)=C(C=CC1Cl)C(C)(C)C(=O)O,17785636,2,EN300-1137955
CC(C)(C(=O)O)C1=CNC=2C=CC=CC12,17785674,2,EN300-194219
CC=1C(Br)=CC=C(O)C1C(=O)O,17797140,2,EN300-338288
Br.CC=1C=C(C(=O)O)C=2C=CC=C(O)C2N1,17797518,2,EN300-7494438
OC(=O)[C@H]1C[C@@](O)(C1)C=2C=CC=C(Cl)C2,17797560,2,EN300-7541221
OC(=O)C1(CCC2(O)CC1)CC2,17799150,2,EN300-109769
CN1C(/C=C/C(=O)O)=CC=2C=CC=CC12,17800612,2,EN300-7473485
C/C(=C\C=1C=CC=CC1)/C(=O)O,17801254,2,EN300-1588666
Cl.CC1=NC=2C(CCCC2N1)C(=O)O,17801766,2,EN300-7537486
CC(C)(OC=1C=CC=2C=CC=CC2C1)C(=O)O,17807362,2,EN300-7384782
OC(=O)/C=C/C=1C=CC=2OCOC2C1,17824948,2,EN300-331721
OC(=O)C1(CC2CC3CC(O)(C2)C1)C3,17825162,2,EN300-16717
OC(=O)CC1(CC2CC3CC(O)(C2)C1)C3,17825164,2,EN300-14225
CC=1C=C(C=CC1C(=O)O)C(C)(C)C,17827152,2,EN300-623943
CC=1N=C2C=CC(=CN2N1)C(=O)O,17827200,2,EN300-349267
COC=1C=CC(C(=O)O)=C(Br)C1F,17827248,2,EN300-3079631
OC(=O)C=1C=CC=C(OCCOC=2C=CC=CC2Cl)N1,17827392,2,EN300-332012
COCC(COC)CC(=O)O,17827648,2,EN300-7102031
Cl.CCC1=NN=C2C(=CC=CN12)C(=O)O,17827696,2,EN300-7543937
Cl.CC1=NN=C2C(=CC=CN12)C(=O)O,17827744,2,EN300-7547969
OC(=O)C1=CC=C(N1)C=2C=CC(Cl)=CC2,17829282,2,EN300-153322
OC(=O)C=1C=CC=C(CN2C=CC=N2)C1,17833514,2,EN300-83508
OC(=O)C=1C=CC=2C=C(F)C(F)=CC2N1,17833862,2,EN300-625804
COC=1C=CC=2OC(CC2C1)C(=O)O,17833910,2,EN300-785180
OC(=O)C=1C=NC(=CN1)C(F)(F)F,17833958,2,EN300-130822
OC(=O)CCCCC1CCCCC1,17834006,2,EN300-765218
CC=1N=C2SC=CN2C1C(=O)O,17834050,2,EN300-143427
CC1CCC=2N=C(C=CC2C1)C(=O)O,17834114,2,EN300-7460139
OC(=O)C1=CSC(=N1)C(F)F,17834162,2,EN300-4698514
Cl.CN(C)CC(C)(C)CC(=O)O,17834330,2,EN300-7551617
OC(=O)C1(CC=2C=CC=C(F)C2)CC1,17834752,2,EN300-1844618
OCC1(CCC2(CC1)C(=O)O)C2,17834784,2,EN300-7471232
CC(C)(C)C(CCC=1C=CC=CC1)C(=O)O,17834848,2,EN300-7551542
OC(=O)C1(CCC1)C2=CC=NO2,17834994,2,EN300-7491858
Cl.CN1CCC=2NN=C(C(=O)O)C2C1,17835250,2,EN300-7563172
OC(=O)C1=CC(=CN1)C2=CC=CO2,17835334,2,EN300-745683
C/C(=C\C(=O)O)/C=1C=CC(F)=CC1,17841536,2,EN300-7562742
CC(C)(C)C1=NN=C2CCC(CN12)C(=O)O,17843758,2,EN300-7539156
CCC[C@H]1CC[C@@H](CC1)C(=O)O,17844514,2,EN300-7415664
CCC(CC=C)C(=O)O,17844610,2,EN300-222611
CCN(CC)C=1C=CC([N+](=O)[O-])=C(C1)C(=O)O,17844778,2,EN300-7562758
OC(=O)CC=1C(F)=CC=CC1Br,17844922,2,EN300-1912365
Cl.CN1CCC(CCC(=O)O)CC1,17845018,2,EN300-7563451
CN(CCC(=O)O)S(=O)(=O)C,17845114,2,EN300-132523
COC=1C=C(C(=O)O)N(C)N1,17845162,2,EN300-2989643
COCC(CC(C)C)C(=O)O,17845242,2,EN300-7275479
OC(=O)C1=COC=2C(F)=C(Cl)C=CC12,17845386,2,EN300-785031
CC(C)(C)N1C=C(Cl)C(=N1)C(=O)O,17845434,2,EN300-7500534
"OC(=O)[C@@H]1C[C@H]2C=C[C@@H]1C32CC3 |&1:3,5,8,r|",17845522,2,EN300-7549681
OCCOCCOCCOCC(=O)O,17845642,2,EN300-7500523
CCCCC1(CCCC1)C(=O)O,17846160,2,EN300-1842761
O[C@H]1C[C@H]2C[C@H](C[C@@H](C1)C2)C(=O)O,17846330,2,EN300-26571298
CC=1NC=2C=CC=CC2C1CCC(=O)O,17849504,2,EN300-73136
OC(=O)/C=C/C=1C=CC=C(F)C1Cl,17851196,2,EN300-1456975
OC(=O)C(F)(F)C=1C=CC=C(F)C1Cl,17851296,2,EN300-1954058
COC=1C=CC=2NC(=CC2N1)C(=O)O,17854218,2,EN300-103999
OC(=O)C=1C=C(Br)C=C(C1)N2C=NN=N2,18053362,2,EN300-2008821
OC(=O)C=1C=CC=C(CC(F)(F)F)C1,18053410,2,EN300-363843
CC(C(=O)O)N1C=CC(Br)=N1,18053506,2,EN300-651299
OC(=O)C1=C(I)C=NN1CCF,18053602,2,EN300-232965
CSCCCCCC(=O)O,18053650,2,EN300-1848563
Cl.OC(=O)C=1C=C2C=C(F)C=CC2=CN1,18053698,2,EN300-23888341
CC[C@H](C)[C@H](NS(=O)(=O)C=1C=CC=C(C1)C(F)(F)F)C(=O)O,18053978,2,EN300-87519
COC=1C=CC=2C(=CC(=O)NC2C1)C(=O)O,18054170,2,EN300-154590
OC(=O)C1=CC=2C=CC(OC(F)F)=CC2N1,18058422,2,EN300-98883
COC=1C(Cl)=CC(Cl)=CC1C(=O)O,18181800,2,EN300-393780
OC(=O)C1=CC=2C(=CC=CC2S1)C(F)(F)F,18181848,2,EN300-11688069
OC(=O)CCC=1C=CC(Br)=C(F)C1,18181936,2,EN300-1910984
OC(=O)CC=1C=C(I)C=CC1Br,18181984,2,EN300-7564355
CC1=NN(CC=2C=CC=CC2)C=C1C(=O)O,18182160,2,EN300-1461148
CCCCC=1C=CC(=CC1)C(C)C(=O)O,18182256,2,EN300-6507242
OC(=O)C=1C=NC=C2CCCC21,18182304,2,EN300-325843
OC(=O)CN1C=CC(=N1)C2CC2,18182346,2,EN300-92722
CN1C=C(Cl)C(CC(=O)O)=N1,18182394,2,EN300-232673
OC(=O)C=1C=C(OC(F)F)C=CC1Br,18182530,2,EN300-5134878
OC(=O)C=1C=CC(=CC1)N2CCCC2,18182578,2,EN300-92380
OC(=O)C=1C=CC(SC=2C=CC=CC2)=CC1,18182714,2,EN300-7396260
COC=1C=C(C=CC1Cl)C2(CC2)C(=O)O,18182762,2,EN300-1983154
OC(=O)C(NS(=O)(=O)C=1C=CC=C(Br)C1)C=2C=CC=CC2,18182890,2,EN300-26619745
OC(=O)C=1N=CN=C2NC=C(Br)C12,18186200,2,EN300-7417259
CC=1C=CC=C(C)C1C(O)C(=O)O,18186352,2,EN300-1829242
OC(=O)/C=C/C1=CC=CO1,18233566,2,EN300-304620
OC(=O)/C=C/C=1C=CC=CC1Cl,18233652,2,EN300-740210
CC=1C=CC=CC1/C=C/C(=O)O,18233760,2,EN300-832915
COC=1C=CC(/C=C/C(=O)O)=CC1,18233814,2,EN300-312690
CC(C)CC(O)C(=O)O,18234230,2,EN300-146687
COC=1C=CC=2OC(=CC2C1)C(=O)O,18234368,2,EN300-100582
CN(C)CC=1C=C(C=CC1F)C(=O)O,18234512,2,EN300-267082
OC(=O)CC=1C=C(Cl)SC1Cl,18234560,2,EN300-97473
CN1C=C(I)C(CC(=O)O)=N1,18234696,2,EN300-7542785
OC(=O)CCC=1C=CC=C(F)C1Cl,18234840,2,EN300-1457243
COC=1C=CC=C2CC(OC21)C(=O)O,18234984,2,EN300-785179
CC(C)C1=CC=C(O1)C(=O)O,18235032,2,EN300-1131858
C/C=C/CC(C)C(=O)O,18235080,2,EN300-7609857
COC=1C(Cl)=C(Cl)C=CC1C(=O)O,18235320,2,EN300-3074692
OC(=O)[C@H]1C[C@@H]2CCC[C@H](C1)C2,18235592,2,EN300-7824613
Cl.CCC1=NN=C2C(CCCN12)C(=O)O,18235918,2,EN300-26619781
CC(C)C(C(C)C)C(=O)O,18236018,2,EN300-202030
Cl.CC=1C=CN=C(C)C1C(=O)O,18236110,2,EN300-7379516
CC=1C=C(C)N(N1)C=2C=CC=CC2C(=O)O,18236146,2,EN300-7370304
OC(=O)C1(CC1)C=2C=C(F)C=CC2F,18236182,2,EN300-1830388
COC1(CCC(C)(C)CC1)C(=O)O,18236206,2,EN300-701726
OCC1(CCC1)C(=O)O,18313688,2,EN300-149975
CC(C(=O)O)N1C=CC(C)=N1,18317636,2,EN300-83571
CC(C)N1N=CC(Cl)=C1C(=O)O,18317684,2,EN300-92575
CC1OCCC1CC(=O)O,18317732,2,EN300-151308
OC(=O)CC1=CC=2C=CC=CC2C1,18317876,2,EN300-8130763
CC1=NN2C(C)=CC(=NC2=C1C=3C=CC=CC3)C(=O)O,18317964,2,EN300-111077
OC(=O)C=1C=CC=2C=CC(Br)=CC2N1,18318012,2,EN300-625793
CC1=C(SC=2C(Br)=CSC12)C(=O)O,18318148,2,EN300-8267566
CC=1C=C(C)N(N1)C=2C=CC=C(C2)C(=O)O,18318476,2,EN300-221834
CCC(C/C=C/C)C(=O)O,18318524,2,EN300-25067737
CC=1C=CC=C(C(O)C(=O)O)C1F,18320718,2,EN300-1856914
CC1=NN(C)C=C1C(O)C(=O)O,18322672,2,EN300-1239692
OC(=O)C1(CCOCC1)N2C=CC=N2,18322974,2,EN300-1072501
COC=1C=C(Br)C=C2NC(=CC12)C(=O)O,18323238,2,EN300-1698014
OC(=O)C1=CC=NN1C=2C=CN=CC2,18325058,2,EN300-26572953
Cl.CN1CCCC(CCC(=O)O)C1,18327872,2,EN300-1605672
COC=1N=CC=CC1CC(=O)O,18327920,2,EN300-268708
CC=1C=C(N2N=CC(C(=O)O)=C2N1)C(F)(F)F,18327966,2,EN300-83525
OC(=O)C1=CC2=CC(Br)=CN2C=N1,18328014,2,EN300-7538439
Cl.CC=1C=CC2=NC=C(C(=O)O)N2C1,18328398,2,EN300-26664486
"C[C@@H]1C[C@H]1CCC(=O)O |&1:1,3,r|",18328446,2,EN300-7276461
OC(=O)C=1C=CC=2SN=NC2C1,18328494,2,EN300-1723285
CC(C)C(CC=C)C(=O)O,18328582,2,EN300-4271507
CCC=1C=C(F)C=CC1C(=O)O,18328654,2,EN300-1664186
OC(=O)C1=CC=2C=CC(F)=CC2O1,18328702,2,EN300-255732
COC=1C=C(Br)C=C(CC(=O)O)C1,18328854,2,EN300-262253
C[C@H](OC(C)(C)C)C(=O)O,18328926,2,EN300-2975444
CCCCOC=1C(OC)=CC(=CC1OC)C(=O)O,18328974,2,EN300-14472554
OC(=O)C1CC=2C(O1)=CC=CC2F,18329150,2,EN300-8320848
OC(=O)CC1=CSC(=N1)C(F)(F)F,18329198,2,EN300-1139587
Cl.CC=1C=CN=NC1C(=O)O,18329286,2,EN300-26667240
Cl.OC(=O)C1CCCN(C1)C2=NC=CS2,18329334,2,EN300-26667250
CC=1C=C(C=C(C1)C(=O)O)C(F)F,18329382,2,EN300-6509366
Cl.OC(=O)CCCN1C=CN=N1,18329574,2,EN300-26667491
Cl.CC(CCC(=O)O)CN(C)C,18329622,2,EN300-26666579
OC(=O)C1(CCF)CCC1,18335598,2,EN300-2006252
CC(C)(CC=1C=CC=CC1Br)C(=O)O,18335640,2,EN300-702606
CC(C)N1N=C(C)C=2C(=CC(=O)NC12)C(=O)O,18335934,2,EN300-92504
OC(=O)C=1C=CC=C(O)C1Cl,18336820,2,EN300-123515
OC(=O)C=1C=NNC1CC=2C=CC=CC2,18338448,2,EN300-1862427
OC(=O)C1=NOC(C1)C=2C=CC(F)=CC2,18341134,2,EN300-22852534
OC(=O)CC=1C=C(F)C=C(F)C1,18351390,2,EN300-254581
CC=1C=C(F)C=C(CC(=O)O)C1,18351482,2,EN300-345926
OC(=O)CC=1C=C(F)C=C(Cl)C1,18351574,2,EN300-223838
COC=1C=C(Cl)C=C(CC(=O)O)C1,18351864,2,EN300-1139308
OC(=O)CC=1C=C(F)C=C(C1)C(F)(F)F,18351958,2,EN300-1933341
COC=1C=C(CC(=O)O)C=C(C1)C(F)(F)F,18352052,2,EN300-7424267
OC(=O)CCCCCC1=CNC=2C=CC=CC12,18357398,2,EN300-12377
OC(=O)CCCCC1=CNC=2C=CC=CC12,18357494,2,EN300-1842336
OC(=O)C=1C=NC=C(C1)C=2C=CN=CC2,18357624,2,EN300-240372
CC=1C=C(N2N=C(C=C2N1)C(=O)O)C(F)(F)C(F)(F)F,18357744,2,EN300-228915
CN1N=C(C(=O)O)C=2C=C(Br)C=CC12,18357880,2,EN300-330071
OC(=O)CCCCCCC1=CNC=2C=CC=CC12,18357928,2,EN300-7564063
CC=1C=C(CC(=O)O)C=CC1Cl,18357976,2,EN300-1282729
OC(=O)CC/C=C/CC=C,18358024,2,EN300-7445953
CC=1N=CN=C(C(=O)O)C1C,18358200,2,EN300-1221170
CC=1C=CC(Br)=C(CC(=O)O)C1,18358248,2,EN300-171644
CS(=O)(=O)CCCCCCCC(=O)O,18358472,2,EN300-26623908
OC(=O)C=1C=CC(=CC1)S(=O)(=O)C=2C=CC=CC2,18358520,2,EN300-109675
OC(=O)C=1C=CC(=CC1)C2=NC=CN2,18358664,2,EN300-196266
OC(=O)C=1C=C(Cl)C=2NN=CC2C1,18358712,2,EN300-23617415
OC1CCN(CC(=O)O)CC1.OC(=O)C(F)(F)F,18358784,2,EN300-26673818
CC(C)(C(=O)O)C=1C(F)=CC=CC1F,18358966,2,EN300-1137913
CCOC1(CCSCC1)C(=O)O,18358984,2,EN300-1072216
Cl.CC=1C=NC=C(C)C1C(=O)O,18359002,2,EN300-1608158
NC(=O)C1=CNC(=C1)C(=O)O,18369872,2,EN300-93604
CN1CCN2N=CC(C(=O)O)=C2S1(=O)=O,18376882,2,EN300-658901
"OC(=O)[C@@H]1C[C@H]1C=2C=CC=CN2 |&1:3,5,r|",18479716,2,EN300-1697855
COC=1C=CC(=CC1)C=2C=CC=C(N2)C(=O)O,18491498,2,EN300-6744478
Cl.CN1CC(CC(=O)O)CCC1C(F)(F)F,18514810,2,EN300-26865061
OC(=O)[C@@H]1CC=2C=CC=CC2CN1S(=O)(=O)C3=CC=CS3,18620716,2,EN300-87497
C[C@H](NC(=O)C=1C=CC=CC1)C(=O)O,18621772,2,EN300-898228
OC(=O)[C@@H]1CCCN1C2=NS(=O)(=O)C=3C=CC=CC23,18624366,2,EN300-87655
CC1(CS(=O)(=O)C1)C(=O)O,18630126,2,EN300-1718364
CC1(C)CCC(C)(CC1)C(=O)O,18630194,2,EN300-330775
OC(=O)C1(CC2(C1)C(F)(F)F)C2,18630224,2,EN300-53511
CC1=C(C)C=2C=C(C=CC2N1C)C(=O)O,18630414,2,EN300-83476
CC(C)N1N=CC=2C=C(/C=C/C(=O)O)C(=O)NC12,18659388,2,EN300-12503
CC1=NC(COC=2C=CC(/C=C/C(=O)O)=CC2)=CS1,18663410,2,EN300-833019
OC(=O)CCC=1C=CC(F)=CC1Cl,18681728,2,EN300-98608
OC(=O)C1(CC1)C2=CC=NO2,18685558,2,EN300-7491857
"OC(=O)[C@@H]1C[C@@H]2CC=C[C@H](C1)C2 |&1:3,5,9,r|",18705474,2,EN300-26865972
[Na+].[O-]C(=O)CC=1N=CNN1,18705608,2,EN300-26632221
"OC(=O)[C@@H]1C[C@@H]2O[C@H]1C=C2 |&1:3,5,7,r|",18711596,2,EN300-26571805
OC(=O)C=1C=C(C=CC1O)C2CCCCC2,18714086,2,EN300-10168557
CN1N=C(C(=O)O)C(Cl)=C1C(F)(F)F,18714828,2,EN300-83615
CCC(C)C(O)CC(=O)O,18715000,2,EN300-1296919
OC(=O)C=1C=CC(OCCF)=CC1F,18715630,2,EN300-4527456
OC(=O)C=1C=NC(NCC(F)(F)F)=CN1,18716526,2,EN300-6245693
Cl.CC(=O)C=1C=CC(=NC1)C(=O)O,18720912,2,EN300-26677504
"CC[C@@H]1CC[C@@H](O1)C(=O)O |&1:2,5,r|",18755984,2,EN300-26865088
Cl.CN(C)C=1C=CN=C(C1)C(=O)O,18785854,2,EN300-8153841
"OC(=O)[C@@H]1CCCO[C@H]1C=2C=CC=CC2 |&1:3,8,r|",18786060,2,EN300-269539
Cl.OC(=O)C=1C=CN(N1)C=2C=CC=NC2,18786334,2,EN300-7431660
CC(C)OC=1C=CC(=NN1)C(=O)O,18796258,2,EN300-2622922
COC=1C=CC(C(=O)O)=C2C=CN=CC12,18796588,2,EN300-331627
CSC(C(=O)O)C1=CC=CS1,18797008,2,EN300-7708987
CN1N=CC(C(=O)O)=C1C=2C=CC(F)=CC2F,18797310,2,EN300-1858716
CC(=CC1CCCC1)C(=O)O,18797522,2,EN300-2990447
OC(=O)/C=C/C=1C=COC1,18798048,2,EN300-1457069
CC=1C=CC2=NSN=C2C1C(=O)O,18801192,2,EN300-26678742
CC(C)C=1C=CC(C)=C(C1)C(=O)O,18902776,2,EN300-3077215
COC1=CC=C(S1)C(=O)O,18904402,2,EN300-155667
