smiles,synthon_id,synthon_number,bb_id
CC(C)CCOC=1C=CC(=CC1)C(=O)O,7313186,2,EN300-04346
CCCCCCOC=1C=CC(=CC1)C(=O)O,7313188,2,EN300-17038
CC(C)OC=1C=CC(=CC1)C(=O)O,7313190,2,EN300-17039
OC(=O)C=1C=CC=C(NS(=O)(=O)C=2C=C(Cl)C=CC2Cl)C1,7313192,2,EN300-04348
OC(=O)C=1C=CC(=CC1)C(=O)C=2C=CC=CC2,7313194,2,EN300-18752
OC(=O)C1=CC=2C=C(C=CC2S1)[N+](=O)[O-],7313196,2,EN300-00716
OC(=O)C=1C=CC=2CCCCC2C1,7313198,2,EN300-18780
COC=1C=CC(CC(=O)O)=CC1S(=O)(=O)N2CCOCC2,7313208,2,EN300-04495
OC(=O)CC(NC(=O)C=1C=CC=CC1)C=2C=CC=CC2,7313210,2,EN300-04527
CC=1C=CC(=CC1)N(CCC(=O)O)S(=O)(=O)C=2C=CC(C)=CC2,7313212,2,EN300-04538
CCCCCOC=1C=CC(=CC1)C(=O)CCC(=O)O,7313214,2,EN300-04539
OC(=O)CCC1=NC=2C=CC=CC2C(=O)N1,7313216,2,EN300-04546
CC(CC(=O)O)C=1C=CC=CC1,7313226,2,EN300-17257
CN1C=CC=C1C(=O)O,7313228,2,EN300-17174
OC(=O)C=1C=CC=CC1C=2C=CC=CC2,7313230,2,EN300-20886
OC(=O)CCCC1CCCCC1,7313232,2,EN300-20809
OC(=O)C=1C=CC=CC1CCC=2C=CC=CC2,7313234,2,EN300-20810
CC=1C=C(C)C(C)=C(C1C)S(=O)(=O)N2CCC(CC2)C(=O)O,7313238,2,EN300-04657
CC=1C=CC=CC1SCC(=O)O,7313242,2,EN300-04663
OC(=O)CC=1C=CC(=CC1)S(=O)(=O)N2CCCCC2,7313244,2,EN300-04667
CC=1C=CC=C(C(=O)O)C1[N+](=O)[O-],7313246,2,EN300-20797
OC(=O)C=1C=CC(OC(F)F)=CC1,7313248,2,EN300-00033
CC=1C=CC(=CC1C)S(=O)(=O)NCCC(=O)O,7313250,2,EN300-04726
CC=1ON=C(C1C(=O)O)C=2C=CC=CC2,7313252,2,EN300-20783
COC=1C=CC(Cl)=CC1C(=O)O,7313256,2,EN300-20735
COC=1C=C(C(=O)O)C(=CC1OC)[N+](=O)[O-],7313260,2,EN300-20736
OC(=O)C1CCN(CC1)C=2C=CC(=CC2[N+](=O)[O-])S(=O)(=O)N3CCOCC3,7313262,2,EN300-04757
OC(=O)C1=CC=2CCCCC2S1,7313264,2,EN300-05709
OC(=O)C1=CC=2CCCC2S1,7313266,2,EN300-00715
CC=1C=CC(=CC1)N(CCC(=O)O)S(=O)(=O)C=2C=CC=C(C2)C(F)(F)F,7313268,2,EN300-04819
OC(=O)C=1C=CC(COC=2C=CC=CC2)=CC1,7313276,2,EN300-05041
CC1=NOC(C)=C1COC=2C=CC(=CC2)C(=O)O,7313278,2,EN300-08218
OC(=O)C=1C=C(Br)C=CC1I,7313280,2,EN300-04839
OC(=O)CCC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC=CC2,7313282,2,EN300-08254
CC=1C=CC(C)=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)CCC(=O)O,7313284,2,EN300-08256
COC=1C=CC=C(NC(=O)CSC=2C=CC=CC2C(=O)O)C1,7313286,2,EN300-16501
OC(=O)C=1C=CC=CC1SCC(=O)NC=2C=CC=3OCOC3C2,7313290,2,EN300-16503
OC(=O)C=1C=CC=CC1SCC(=O)NCC2CCCCC2,7313294,2,EN300-16506
COC=1C=CC(NC(=O)CSC=2C=CC=CC2C(=O)O)=CC1OC,7313296,2,EN300-16507
COCCNC(=O)CSC=1C=CC=CC1C(=O)O,7313298,2,EN300-16510
OC(=O)CC1SC=2C=CC=CC2NC1=O,7313300,2,EN300-08260
OC(=O)CC1SC=2C=CC(=CC2NC1=O)C(F)(F)F,7313302,2,EN300-22112
CC1=NOC(C)=C1COC=2C=CC=C(C2)C(=O)O,7313304,2,EN300-06007
CC1=NOC(C)=C1CSC=2C=CC=CC2C(=O)O,7313306,2,EN300-17824
OC(=O)C=1SC=CC1C2CC2,7313308,2,EN300-22174
OC(=O)C=1SC=CC1C=2C=CC=CC2,7313310,2,EN300-17774
CC1=C(SC=2N=C3CCCCCN3C(=O)C12)C(=O)O,7313312,2,EN300-08282
CC1=NN(CC=2C=CC=CC2Cl)C=3SC(=CC13)C(=O)O,7313314,2,EN300-05173
OC(=O)/C=C/C1=CN(CC=2C=CC=CC2)N=C1C3=CC=CS3,7313316,2,EN300-832872
COC=1C=CC=2OC(C(=O)O)=C(C)C2C1,7313320,2,EN300-04923
COC=1C=CC(=CC1)N(CCC(=O)O)S(=O)(=O)C=2C=CC(C)=C(C)C2,7313322,2,EN300-04936
OC(=O)C=1C=CC(NS(=O)(=O)C=2C=C(Cl)C=CC2Cl)=CC1,7313324,2,EN300-04948
CC=1C=CC(=CC1)N(CCC(=O)O)S(=O)(=O)C=2C=CC=CC2,7313332,2,EN300-04962
CC1=NC=2C=C(C=CC2N1C=3C=CC=CC3)C(=O)O,7313334,2,EN300-04968
CC1=NC(=C(CC(=O)O)S1)C=2C=CC(C)=CC2,7313336,2,EN300-34520
CC(C)CC(NS(=O)(=O)C=1C=CC(C)=CC1)C(=O)O,7313344,2,EN300-59096
OC(=O)CSC=1C=CC(Cl)=CC1,7313348,2,EN300-16335
OC(=O)CC1=CSC(=N1)C=2C=CC=CC2,7313350,2,EN300-05070
OC(=O)C1CC=2C=CC=CC2CN1C(=O)C3=CC=CO3,7313352,2,EN300-05108
OC(=O)C=1C=CC=2NC=3CCCCC3C2C1,7313356,2,EN300-05125
COC=1C=CC(NS(=O)(=O)C=2C=CC=C(C2)C(=O)O)=CC1Br,7313358,2,EN300-05155
COC=1C=CC(=CC1)N(CCC(=O)O)S(=O)(=O)C=2C=CC(C)=CC2C,7313362,2,EN300-05168
CC=1C=CC(=CC1)S(=O)(=O)N(CCC(=O)O)C=2C=CC=CC2,7313366,2,EN300-05171
CC1CCC=2NC=3C=CC(=CC3C2C1)C(=O)O,7313368,2,EN300-05185
CSC=1C=CC(/C=C/C(=O)O)=CC1,7313370,2,EN300-741771
OC(=O)CCCCCNS(=O)(=O)C=1C=CC=2OCCOC2C1,7313372,2,EN300-05193
CCCC(C(=O)O)C=1C=CC=CC1,7313374,2,EN300-05233
CC1=CC=C(/C=C/C(=O)O)O1,7313376,2,EN300-697348
CC1=NN(CC=2C=CC(Cl)=CC2)C=3SC(=CC13)C(=O)O,7313378,2,EN300-05266
OC(=O)/C=C/C=1C=CC(OC(F)F)=CC1,7313380,2,EN300-734285
OC(=O)C=1C=C(C=CC1N2CCCCC2)[N+](=O)[O-],7313384,2,EN300-05283
OC(=O)C=1C=C(C=CC1N2CCOCC2)[N+](=O)[O-],7313386,2,EN300-05285
CC=1C=CC(=CC1C)S(=O)(=O)NC=2C=CC(=CC2)C(=O)O,7313388,2,EN300-05287
OC(=O)/C=C/C=1C=CC(Cl)=C(Cl)C1,7313390,2,EN300-364792
CC=1C=C(C)C(OCC(=O)O)=C(C)C1,7313392,2,EN300-05332
CSCCC(NC(=O)C=1C=CC=CC1Cl)C(=O)O,7313394,2,EN300-06733
CSCCC(NC(=O)COC=1C=CC=CC1)C(=O)O,7313396,2,EN300-08314
COC=1C=CC=CC1C(=O)NCCC(=O)O,7313400,2,EN300-08319
CC(NS(=O)(=O)C=1C=CC(Cl)=CC1)C(=O)O,7313402,2,EN300-06111
CC(NC(=O)COC=1C=CC=CC1)C(=O)O,7313406,2,EN300-07677
CC(NS(=O)(=O)C=1C=CC(C)=CC1)C(=O)O,7313408,2,EN300-05664
CC=1C=CC(=CC1C(=O)O)[N+](=O)[O-],7313412,2,EN300-22001
CCCOC=1C(Br)=CC(=CC1OC)C(=O)O,7313414,2,EN300-05337
CC(=O)NCCCCCC(=O)O,7313416,2,EN300-17308
CC=1C=CC(CN2CC(CC2=O)C(=O)O)=CC1,7313418,2,EN300-05355
CCOC=1C=CC(=CC1)N2CC(CC2=O)C(=O)O,7313420,2,EN300-05361
OC(=O)C=1C=CC(OCC2CCCO2)=CC1,7313422,2,EN300-05363
CC(C)C=1C=CC(OCC(=O)O)=CC1C,7313424,2,EN300-05368
CS(=O)(=O)NC=1C=CC=C(C1)C(=O)O,7313428,2,EN300-05441
OC(=O)C1(CC1)C=2C=CC=CC2,7313430,2,EN300-20986
OC(=O)CC=1C=CC=C(F)C1,7313434,2,EN300-20998
OC(=O)CC1CCCCC1,7313436,2,EN300-21004
CCOC=1C=CC(=CC1)S(=O)(=O)NCCC(=O)O,7313438,2,EN300-05514
CC1=NN(CC=2C(Cl)=CC=CC2Cl)C=3SC(=CC13)C(=O)O,7313440,2,EN300-05564
CC1=NN(CC=2C=CC(F)=CC2)C=3SC(=CC13)C(=O)O,7313442,2,EN300-05565
OC(=O)C=1C=C(C=CC1N2CCCC2)[N+](=O)[O-],7313444,2,EN300-05577
CCOC=1C(Br)=CC(=CC1OC)C(=O)O,7313448,2,EN300-05614
OC(=O)C=1C=CC(NCC=2C=CC=CC2)=C(C1)[N+](=O)[O-],7313450,2,EN300-05653
CN(C)S(=O)(=O)C=1C=CC(N2CCCC2)=C(C1)C(=O)O,7313452,2,EN300-05681
OC(=O)C1CCN(CC1)C(=O)C=2C=CC(Cl)=CC2,7313454,2,EN300-05686
OC(=O)CC=1C=CC=2OCCOC2C1,7313456,2,EN300-05691
CCOC=1C=C(/C=C/C(=O)O)C=CC1OCCOC=2C=CC=CC2,7313458,2,EN300-833014
CC=1C=CC(C)=C(C1)S(=O)(=O)NCCC(=O)O,7313460,2,EN300-05725
OC(=O)C1CC=2C=CC=CC2CN1S(=O)(=O)C=3C=CC=4C=CC=CC4C3,7313462,2,EN300-05765
CSCCC(NC(=O)C=1C=CC=C(C1)[N+](=O)[O-])C(=O)O,7313468,2,EN300-08990
CSCCC(NC(=O)C=1C=CC=CC1Br)C(=O)O,7313470,2,EN300-08356
CSCCC(NC(=O)C=1C=CC(=CC1)C(C)(C)C)C(=O)O,7313472,2,EN300-08359
CSCCC(NS(=O)(=O)C=1C=CC=CC1)C(=O)O,7313474,2,EN300-07010
CSCCC(NC(=O)C=1C=CC(Cl)=CC1Cl)C(=O)O,7313476,2,EN300-08360
CSCCC(NC(=O)C=1C=CC=C(C)C1)C(=O)O,7313478,2,EN300-08363
COC=1C=CC=CC1C(=O)NC(C(C)C)C(=O)O,7313482,2,EN300-08993
CC(C)C(NC(=O)CC=1C=CC=CC1)C(=O)O,7313488,2,EN300-08371
CC(C)C(NC(=O)C=1C=CC=CC1C)C(=O)O,7313492,2,EN300-08374
COC=1C=CC(=CC1)S(=O)(=O)NC(C(C)C)C(=O)O,7313496,2,EN300-09897
OC(=O)CNS(=O)(=O)C=1C=CC=C(C1)C(F)(F)F,7313502,2,EN300-08381
OC(=O)C=1N=C(C=2C=CC=CC2)N(N1)C=3C=CC=CC3,7313504,2,EN300-05853
CCCCC1CCC(CC1)C(=O)O,7313506,2,EN300-05857
CCCOC=1C=CC(/C=C/C(=O)O)=CC1OCC,7313508,2,EN300-832919
OC(=O)CSC=1C=CC=CC1,7313510,2,EN300-20932
CC1=NN(CC=2C=CC=CC2)C(C)=C1C(=O)O,7313512,2,EN300-05897
CC=1C=CC(=CC1[N+](=O)[O-])C(=O)O,7313514,2,EN300-17977
OC(=O)CCNC(=O)C=1C=CC(=CC1)[N+](=O)[O-],7313516,2,EN300-18576
COC=1C=CC(CCC(=O)O)=CC1,7313518,2,EN300-21051
CC(=O)NC(CC1=CNC=2C=CC=CC12)C(=O)O,7313520,2,EN300-18555
CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1C(=O)O,7313522,2,EN300-05944
CC(OC=1C=CC=C(C)C1)C(=O)O,7313524,2,EN300-05963
CC(C)CN1N=C(C(=O)O)C=2C=CC=CC2C1=O,7313528,2,EN300-05977
OC(=O)C1CN(C(=O)C1)C=2C=CC=3OCCOC3C2,7313530,2,EN300-06000
COC=1C=CC(CCN2CC(CC2=O)C(=O)O)=CC1OC,7313532,2,EN300-06002
CC(C)C(NS(=O)(=O)C=1C=CC=2OCCOC2C1)C(=O)O,7313534,2,EN300-06005
CC=1C=CC(=CC1[N+](=O)[O-])S(=O)(=O)NC=2C=CC(=CC2)C(=O)O,7313536,2,EN300-06022
CCN(CC)S(=O)(=O)C=1C=CC(N2CCCC2)=C(C1)C(=O)O,7313542,2,EN300-06095
OC(=O)C=1C=C(C=CC1N2CCCCC2)S(=O)(=O)N3CCOCC3,7313544,2,EN300-06149
COC=1C=C(C=CC1OCC=2C(C)=NOC2C)C(=O)O,7313546,2,EN300-06176
OC(=O)/C=C/C=1C=C(Br)C=CC1OC(F)F,7313548,2,EN300-833001
OC(=O)C=1C=C(C=CC1N2CCOCC2)S(=O)(=O)N3CCCCC3,7313550,2,EN300-06194
CC(C)C=1C=C2C(CC(=O)O)=COC2=CC1C,7313552,2,EN300-06202
CC=1C=CC=2C(CC(=O)O)=COC2C1,7313554,2,EN300-06203
OC(=O)CC1=COC=2C=CC=3C=CC=CC3C12,7313556,2,EN300-06205
OC(=O)COC=1C=CC(I)=CC1,7313558,2,EN300-17493
OC(=O)CSC=1C=CC(Br)=CC1,7313560,2,EN300-06247
CCOC=1C=C(C=CC1OCCOC=2C=CC=CC2)C(=O)O,7313562,2,EN300-06256
OC(=O)C=1C=CC=C(NS(=O)(=O)C=2C=CC=3OCCOC3C2)C1,7313564,2,EN300-06273
OC(=O)C=1C=CC(NCC=2C=CC=CC2Cl)=C(C1)[N+](=O)[O-],7313566,2,EN300-06274
OC(=O)COC=1C=CC(Br)=CC1F,7313570,2,EN300-06283
CC(C)C=1C=C(Cl)C(C)=CC1OCC(=O)O,7313572,2,EN300-06286
CC(=O)N1CCC(CC1)(C(=O)O)C=2C=CC=CC2,7313578,2,EN300-18575
CCCCOC=1C=CC(=CC1OCC)C(=O)O,7313580,2,EN300-06297
CCCCOC=1C=CC(/C=C/C(=O)O)=CC1OCC,7313582,2,EN300-832917
OC(=O)/C=C/C1=NC=2C=CC=CC2S1,7313584,2,EN300-754523
OC(=O)C=1C=CC(OC=2C=CC(Cl)=CC2[N+](=O)[O-])=CC1,7313588,2,EN300-06364
CC=1C=CC=C(C)C1OCC(=O)O,7313590,2,EN300-06394
CCC(C)C=1C=CC=CC1N2CC(CC2=O)C(=O)O,7313592,2,EN300-06455
COC=1C=CC=C(C(=O)O)C1OC(F)F,7313594,2,EN300-06515
OC(=O)CCNC(=O)C1=CC=CO1,7313596,2,EN300-08407
CC(NS(=O)(=O)C=1C=CC=CC1)C(=O)O,7313602,2,EN300-08414
COC=1C=CC(C=CC(=O)NC(C)C(=O)O)=CC1,7313604,2,EN300-08415
CC1=NN(C(C)=C1/C=C/C(=O)O)C=2C=CC=CC2,7313606,2,EN300-832882
CC1=NN(C(C)=C1C(=O)O)C=2C=CC=CC2,7313608,2,EN300-06526
CC1=NN(C(Cl)=C1C(=O)O)C=2C=CC=CC2,7313610,2,EN300-06530
CCN(CC)S(=O)(=O)C=1C=CC=2N(C)C(CCC(=O)O)=NC2C1,7313614,2,EN300-06574
CCCOC=1C=CC(/C=C/C(=O)O)=CC1OC,7313618,2,EN300-832987
CCN(CC)S(=O)(=O)C=1C=CC=2N(CC)C(CCC(=O)O)=NC2C1,7313624,2,EN300-06714
OC(=O)CCC=1C=CC=C(Br)C1,7313626,2,EN300-06752
CC1=NN(CC=2C=CC=CC2Cl)C(Cl)=C1C(=O)O,7313628,2,EN300-06805
CC1=C(SC=2N=C3CCCN3C(=O)C12)C(=O)O,7313632,2,EN300-06821
COC=1C=CC(=CC1S(=O)(=O)NC2CCCC2)C(=O)O,7313634,2,EN300-06881
OC(=O)C1CCN(CC1)S(=O)(=O)C=2C=CC=C(C2)C(F)(F)F,7313638,2,EN300-06972
CCN(CC)S(=O)(=O)C=1C=C(C=CC1C)C(=O)O,7313640,2,EN300-07001
OC(=O)C1CCN(CC1)S(=O)(=O)C=2C=CC=CC2C(F)(F)F,7313642,2,EN300-07006
CC(SC=1C=CC(Cl)=CC1)C(=O)O,7313646,2,EN300-07064
CC1=NN(CC=2C(Cl)=CC=CC2Cl)C(Cl)=C1/C=C/C(=O)O,7313650,2,EN300-833003
CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1/C=C/C(=O)O,7313652,2,EN300-832875
CC1=NN(CC=2C(Cl)=CC=CC2Cl)C(C)=C1/C=C/C(=O)O,7313654,2,EN300-833004
CC1=NN(CC=2C=CC(C)=CC2)C(Cl)=C1/C=C/C(=O)O,7313656,2,EN300-832991
CC(C)C=1C=CC(=CC1)S(=O)(=O)N2CCC(CC2)C(=O)O,7313660,2,EN300-08544
CC=1C=CC(=CC1C)C(=O)C=2C=CC=CC2C(=O)O,7313662,2,EN300-08550
CC=1C=CC(=CC1C)S(=O)(=O)N2CCC(CC2)C(=O)O,7313664,2,EN300-08570
CCN1C(CCC(=O)O)=NC=2C=C(C=CC12)S(=O)(=O)N(C)C,7313666,2,EN300-08583
OC(=O)C(CC=1C=CC=CC1)NS(=O)(=O)C=2C(Cl)=CC=CC2Cl,7313668,2,EN300-08589
OC(=O)C1=CSC=2CCCCC12,7313676,2,EN300-00863
OC(=O)C1CCN(CC1)C(=O)NC=2C=CC=CC2,7313678,2,EN300-08640
CC=1C=CC(=CC1C(=O)O)S(=O)(=O)NCC=2C=CC=CC2,7313680,2,EN300-08709
CC1=NN(CC=2C=CC(Cl)=CC2)C(Cl)=C1/C=C/C(=O)O,7313682,2,EN300-832983
OC(=O)C=1C=CC(NS(=O)(=O)C=2C=CC=CC2)=CC1,7313684,2,EN300-08745
OC(=O)C=1C=CC=C(NS(=O)(=O)C=2C=CC=CC2)C1,7313688,2,EN300-07239
COC=1C=C(C=CC1OC=2C=CC(Cl)=CC2[N+](=O)[O-])C(=O)O,7313690,2,EN300-07244
OC(=O)CCCC1=CC=CS1,7313694,2,EN300-07300
CC1=NN(CC=2C=CC(C)=CC2)C(C)=C1/C=C/C(=O)O,7313698,2,EN300-833042
CN1C(CCC(=O)O)=NC=2C=C(C=CC12)S(=O)(=O)N3CCCCC3,7313700,2,EN300-07313
OC(=O)CCNC(=O)NC1(CC2CC3CC(C2)C1)C3,7313702,2,EN300-07551
OC(=O)CSCC1=NC=2SC=3CCCCC3C2C(=O)N1,7313704,2,EN300-07561
OC(=O)C(CC=1C=CC=CC1)NC(=O)C=2C=CC(Cl)=CC2,7313706,2,EN300-07584
COC=1C=CC(Br)=CC1/C=C/C(=O)O,7313708,2,EN300-832889
OC(=O)/C=C/C=1C=CC(Br)=CC1,7313710,2,EN300-248205
CCOC=1C=C(C=CC1OCC(=O)N2CCCCC2)C(=O)O,7313712,2,EN300-07602
CCC=1SC(=CC1C)C(=O)O,7313720,2,EN300-07617
OC(=O)C=1C=CC=CC1SCC(=O)N2CCC=3C=CC=CC23,7313724,2,EN300-07627
OC(=O)CSC=1C=CC=CC1Cl,7313728,2,EN300-07701
CC=1C=CC(SCC(=O)O)=CC1,7313730,2,EN300-07702
CC1=NN(CC=2C=CC(C)=CC2)C(Cl)=C1C(=O)O,7313740,2,EN300-07742
CN(C)S(=O)(=O)C=1C=CC=2N(C)C(CCC(=O)O)=NC2C1,7313744,2,EN300-07803
CSCCC(NC(=O)C1=CC=CO1)C(=O)O,7313746,2,EN300-08792
OC(=O)CCNC(=O)CC=1C=CC=CC1,7313752,2,EN300-18577
OC(=O)CCNS(=O)(=O)C=1C=CC=C(Cl)C1,7313754,2,EN300-09634
CC(NC(=O)C=1C=CC=C(C1)[N+](=O)[O-])C(=O)O,7313756,2,EN300-09636
OC(=O)C1CCN(CC1)S(=O)(=O)C=2C=CC=CC2,7313760,2,EN300-00358
COC=1C=CC(=CC1)S(=O)(=O)N2CCC(CC2)C(=O)O,7313764,2,EN300-00379
CC(OC=1C=CC(Br)=CC1)C(=O)O,7313766,2,EN300-10630
OC(=O)C1=CC=C(O1)C=2C=CC=C(C2)C(F)(F)F,7313768,2,EN300-07875
CSCC(=O)O,7313770,2,EN300-07879
CC=1C=C2OC=C(CC(=O)O)C2=CC1C,7313772,2,EN300-07911
CC(C)(C)C=1C=CC(=CC1)S(=O)(=O)NCC=2C=CC(=CC2)C(=O)O,7313776,2,EN300-07933
COC=1C=C(/C=C/C(=O)O)C=C(Cl)C1OC,7313778,2,EN300-832886
CCC(C)C(C(=O)O)C=1C=CC=CC1,7313782,2,EN300-20747
OC(=O)CCNC(=O)NC=1C=CC=CC1,7313784,2,EN300-08819
CC=1C=CC=2C(CC(=O)O)=COC2C1C,7313788,2,EN300-08835
OC(=O)C1=CC=C(COC=2C=CC=3C=CC=CC3C2)O1,7313790,2,EN300-08841
OC(=O)C1=CC=2CCCCCCC2S1,7313792,2,EN300-08843
OC(=O)C1=CC=2CCC=3C=CC=CC3C2S1,7313794,2,EN300-00827
OC(=O)C1=CC=2COC=3C=CC=CC3C2S1,7313796,2,EN300-08847
CCCC=1SC(=CC1CC)C(=O)O,7313798,2,EN300-08853
CC(C)(C)C1CCC=2SC(=CC2C1)C(=O)O,7313800,2,EN300-08872
CC=1NC=2C=CC(=CC2C1C)C(=O)O,7313802,2,EN300-08907
CCOC=1C=CC(/C=C/C(=O)O)=CC1OC,7313804,2,EN300-832899
CCOC=1C=C(/C=C/C(=O)O)C=C(Cl)C1OC,7313806,2,EN300-832883
CC1=NOC(C)=C1COC=2C=CC=CC2C(=O)O,7313808,2,EN300-08954
CC1=NOC(C)=C1CSCC(=O)O,7313816,2,EN300-09058
CC=1C=CC=C(CSCC(=O)O)C1,7313822,2,EN300-09087
CC(SCC1=NC=2SC(C)=C(C)C2C(=O)N1)C(=O)O,7313824,2,EN300-09097
CC=1C=C(C)C(=C(C)C1)S(=O)(=O)N2CCC(CC2)C(=O)O,7313826,2,EN300-07148
CC=1C=CC(=CC1)S(=O)(=O)N2CCC(CC2)C(=O)O,7313828,2,EN300-00360
CCCCOC=1C=CC(/C=C/C(=O)O)=CC1OC,7313830,2,EN300-832974
CCCOC=1C(Cl)=CC(=CC1OCC)C(=O)O,7313832,2,EN300-09135
CC=1OC(=NC1C(=O)O)C=2C=CC=CC2,7313834,2,EN300-09149
CC(=O)C=1C=CC(=CC1)C2=CC=C(O2)C(=O)O,7313836,2,EN300-09150
CC1CCN(CC1)C=2C=CC(=CC2C(=O)O)[N+](=O)[O-],7313842,2,EN300-09176
OC(=O)C=1C=CC=CC1OCC=2C=CC=C(Br)C2,7313844,2,EN300-09184
OC(=O)C1=CC=C(O1)C2=NC=3C=CC=CC3S2,7313846,2,EN300-09210
OC(=O)C=1C=CC(=CC1)C2SCCS2,7313848,2,EN300-12143
CS(=O)(=O)C=1C=CC(=CC1)C(=O)O,7313854,2,EN300-10949
OC(=O)CSC(C=1C=CC=CC1)C=2C=CC(Cl)=CC2,7313858,2,EN300-09313
CS(=O)(=O)CC=1C=CC(=CC1)C(=O)O,7313862,2,EN300-12152
CCOC=1C=CC(/C=C/C(=O)O)=CC1OCC,7313866,2,EN300-832888
CC(C)NS(=O)(=O)C=1C=CC=C(C1)C(=O)O,7313868,2,EN300-09442
OC(=O)C(=CC1=CC=CO1)N2N=NN=C2C=3C=CC=CC3,7313870,2,EN300-09248
OC(=O)CSCC=1C=CC=C(Cl)C1,7313874,2,EN300-09651
OC(=O)CSCC=1C=CC(Cl)=CC1,7313878,2,EN300-09653
CN(C=1C=CC(=CC1)C(=O)O)S(=O)(=O)C=2C=CC(C)=CC2,7313880,2,EN300-10952
OC(=O)C=1C=CC(CSC=2C=CC=CC2)=CC1,7313882,2,EN300-09656
COC=1C=C(/C=C/C(=O)O)C=CC1OCC(C)C,7313886,2,EN300-832884
CCOC=1C=C(/C=C/C(=O)O)C=CC1OC,7313888,2,EN300-832978
OC(=O)C=1C=CC(NC2CC2)=C(C1)[N+](=O)[O-],7313890,2,EN300-09361
CC1CCC=2SC(=CC2C1)C(=O)O,7313892,2,EN300-11919
OC(=O)COC=1C=CC=2OC=3CCCCC3C2C1,7313894,2,EN300-09505
OC(=O)CCCC1=NC=2C=CC=CC2C(=O)N1,7313898,2,EN300-09566
OC(=O)C=1C=CC=CC1S(=O)(=O)N2CCCCC2,7313900,2,EN300-09569
CC1=CC=C(O1)C2=NN(C=C2C(=O)O)C=3C=CC=CC3,7313904,2,EN300-09590
CN(C)C=1C=CC(=CC1[N+](=O)[O-])C(=O)C=2C=CC=CC2C(=O)O,7313906,2,EN300-09672
COC=1C=CC=CC1C2=NN(C=C2C(=O)O)C=3C=CC=CC3,7313908,2,EN300-09689
CCC=1C=CC(=CC1)C2=NN(C=C2C(=O)O)C=3C=CC=CC3,7313910,2,EN300-09690
COC=1C=C(C=C(Cl)C1OCC(C)C)C(=O)O,7313912,2,EN300-09732
CCOC=1C=CC(=CC1OC)C(=O)O,7313914,2,EN300-09733
CN(C)C=1C=CC(=CC1[N+](=O)[O-])C(=O)O,7313916,2,EN300-09748
CC=1C=CC(NC(=O)CSCC(=O)O)=CC1,7313918,2,EN300-09751
CC(C)C=1C=CC(/C=C/C(=O)O)=CC1,7313920,2,EN300-305980
CC=1C=CC(OCC(=O)O)=C(C)C1,7313922,2,EN300-17811
CCCC=1C=C(SC1C)C(=O)O,7313924,2,EN300-09792
COC=1C=CC=2C=3SC(=CC3CCC2C1)C(=O)O,7313926,2,EN300-09793
CCOC=1C(Cl)=CC(/C=C/C(=O)O)=CC1OC,7313930,2,EN300-832908
CCCOC=1C(Cl)=CC(=CC1OC)C(=O)O,7313932,2,EN300-09816
COC=1C=C(C=C(Cl)C1OCCC(C)C)C(=O)O,7313934,2,EN300-09818
CCCCOC=1C(Cl)=CC(=CC1OCC)C(=O)O,7313936,2,EN300-09841
CN(C)C=1C=CC(=CC1C(=O)O)[N+](=O)[O-],7313938,2,EN300-09848
CC=1C=CC(C2=NN(C=C2C(=O)O)C=3C=CC=CC3)=C(C)C1,7313940,2,EN300-09849
COC=1C=CC(OC)=C(C1)C2=NN(C=C2C(=O)O)C=3C=CC=CC3,7313942,2,EN300-09864
OC(=O)/C=C/C1=CC=C(Br)S1,7313944,2,EN300-832913
OC(=O)C1=CC=2C=CC=CC2N1,7313948,2,EN300-16592
CC=1C=C(SC1C)C(=O)O,7313950,2,EN300-11978
CS(=O)(=O)C=1C=CC(Cl)=C(C1)C(=O)O,7313952,2,EN300-10082
COC=1C=C(/C=C/C(=O)O)C=CC1OC(C)C,7313956,2,EN300-832891
CC=1C=CC(=CC1)C2=NN(C=C2C(=O)O)C=3C=CC(F)=CC3,7313958,2,EN300-10102
CC=1C=CC(=C(C)C1)S(=O)(=O)N2CCC(CC2)C(=O)O,7313962,2,EN300-10140
CC1=CC(NC(=O)CSCC(=O)O)=NO1,7313964,2,EN300-10142
CC(=O)NC=1C=CC(=CC1)S(=O)(=O)NCC=2C=CC(=CC2)C(=O)O,7313966,2,EN300-10156
CCC=1C=C(SC1C)C(=O)O,7313968,2,EN300-10174
CC(C)CCC(=O)O,7313970,2,EN300-16604
COC=1C=CC(=CC1OC)C2=NC(CC(=O)O)=CS2,7313974,2,EN300-10193
COC=1C=CC(=CC1C(=O)O)S(=O)(=O)N,7313976,2,EN300-16628
CCOC=1C=C(/C=C/C(=O)O)C=CC1OC(F)F,7313980,2,EN300-832903
CC(SCC(=O)NC=1C=CC(F)=CC1)C(=O)O,7313982,2,EN300-10253
CCCOC=1C(Cl)=CC(/C=C/C(=O)O)=CC1OCC,7313984,2,EN300-832977
OC(=O)C1=CC=C(COC=2C=CC=CC2)O1,7313986,2,EN300-10263
CN1C(CCC(=O)O)=NC=2C=C(C=CC12)S(=O)(=O)N3CCOCC3,7313990,2,EN300-10270
